strain	strain_id	chr	het	hom	nocall	call	n_loci	call_rate
BXD029	24	chr8	3896	311815	16	315711	315727	0.9999493233077944
BXD029	24	chr9	2475	210186	9	212661	212670	0.9999576809140922
BXD029_trl4	25	chr1	8207	482298	23	490505	490528	0.9999531117489725
BXD029_trl4	25	chr10	353	168748	6	169101	169107	0.9999645195054019
BXD029_trl4	25	chr11	2608	267652	10	270260	270270	0.999962999963
BXD029_trl4	25	chr12	1027	216651	6	217678	217684	0.9999724371106742
BXD029_trl4	25	chr13	574	176518	7	177092	177099	0.9999604740851162
BXD029_trl4	25	chr14	6753	358648	23	365401	365424	0.9999370594159114
BXD029_trl4	25	chr15	569	149828	11	150397	150408	0.9999268655922557
BXD029_trl4	25	chr16	2162	130756	11	132918	132929	0.9999172490577677
BXD029_trl4	25	chr17	517	209221	14	209738	209752	0.9999332545100881
BXD029_trl4	25	chr18	191	106342	5	106533	106538	0.9999530683887439
BXD029_trl4	25	chr19	544	136241	6	136785	136791	0.9999561374651841
BXD029_trl4	25	chr2	5500	368093	24	373593	373617	0.9999357630942918
BXD029_trl4	25	chr3	1065	318719	15	319784	319799	0.9999530955381349
BXD029_trl4	25	chr4	9158	285264	169	294422	294591	0.9994263232753207
BXD029_trl4	25	chr5	2426	225891	25	228317	228342	0.9998905151045362
BXD029_trl4	25	chr6	4825	241600	21	246425	246446	0.9999147886352385
BXD029_trl4	25	chr7	1659	350293	14	351952	351966	0.9999602234306723
BXD029_trl4	25	chr8	2172	313532	23	315704	315727	0.9999271522549544
BXD029_trl4	25	chr9	1747	210919	4	212666	212670	0.9999811915173743
BXD031	26	chr1	307	490208	13	490515	490528	0.9999734979450714
BXD031	26	chr10	220	168879	8	169099	169107	0.9999526926738692
BXD031	26	chr11	515	269746	9	270261	270270	0.9999666999667
BXD031	26	chr12	457	217220	7	217677	217684	0.9999678432957866
BXD031	26	chr13	1022	176069	8	177091	177099	0.9999548275258471
BXD031	26	chr14	1468	363938	18	365406	365424	0.9999507421515829
BXD031	26	chr15	574	149825	9	150399	150408	0.9999401627573001
BXD031	26	chr16	202	132722	5	132924	132929	0.9999623859353489
BXD031	26	chr17	2956	206779	17	209735	209752	0.9999189519051069
BXD031	26	chr18	352	106176	10	106528	106538	0.9999061367774879
BXD031	26	chr19	177	136609	5	136786	136791	0.9999634478876535
BXD031	26	chr2	1516	372081	20	373597	373617	0.9999464692452431
BXD031	26	chr3	850	318934	15	319784	319799	0.9999530955381349
BXD031	26	chr4	127	294454	10	294581	294591	0.9999660546316758
BXD031	26	chr5	1307	227022	13	228329	228342	0.9999430678543588
BXD031	26	chr6	596	245833	17	246429	246446	0.9999310193713836
BXD031	26	chr7	2364	349570	32	351934	351966	0.9999090821272509
BXD031	26	chr8	1885	313830	12	315715	315727	0.9999619924808458
BXD031	26	chr9	153	212506	11	212659	212670	0.9999482766727794
BXD032	27	chr1	3571	486940	17	490511	490528	0.9999653434666319
BXD032	27	chr10	1235	167855	17	169090	169107	0.999899471931972
BXD032	27	chr11	1052	269211	7	270263	270270	0.9999740999741
BXD032	27	chr12	752	216920	12	217672	217684	0.9999448742213484
BXD032	27	chr13	1738	175348	13	177086	177099	0.9999265947295016
BXD032	27	chr14	2357	363043	24	365400	365424	0.999934322868777
BXD032	27	chr15	471	149925	12	150396	150408	0.9999202170097335
BXD032	27	chr16	965	131956	8	132921	132929	0.9999398174965584
BXD032	27	chr17	3492	206237	23	209729	209752	0.9998903466951448
BXD032	27	chr18	1014	105517	7	106531	106538	0.9999342957442415
BXD032	27	chr19	593	136193	5	136786	136791	0.9999634478876535
BXD032	27	chr2	2549	371044	24	373593	373617	0.9999357630942918
BXD032	27	chr3	909	318873	17	319782	319799	0.9999468416098862
BXD032	27	chr4	7928	286501	162	294429	294591	0.9994500850331477
BXD032	27	chr5	2303	226016	23	228319	228342	0.9998992738961733
BXD032	27	chr6	1659	244775	12	246434	246446	0.9999513077915649
BXD032	27	chr7	3038	348904	24	351942	351966	0.9999318115954382
BXD032	27	chr8	2579	313134	14	315713	315727	0.9999556578943201
BXD032	27	chr9	1238	211418	14	212656	212670	0.9999341703108102
BXD033	28	chr1	3472	487027	29	490499	490528	0.9999408800313132
BXD033	28	chr10	1553	167543	11	169096	169107	0.9999349524265702
BXD033	28	chr11	137	270128	5	270265	270270	0.9999814999815
BXD033	28	chr12	1318	216350	16	217668	217684	0.9999264989617979
BXD033	28	chr13	2135	174949	15	177084	177099	0.9999153016109633
BXD033	28	chr14	1825	363573	26	365398	365424	0.9999288497745085
BXD033	28	chr15	1331	149063	14	150394	150408	0.9999069198446892
BXD033	28	chr16	394	132520	15	132914	132929	0.9998871578060469
BXD033	28	chr17	3791	205935	26	209726	209752	0.9998760440901636
BXD033	28	chr18	1425	105100	13	106525	106538	0.9998779778107342
BXD033	28	chr19	1338	135435	18	136773	136791	0.9998684123955524
BXD033	28	chr2	486	373104	27	373590	373617	0.9999277334810782
BXD033	28	chr3	2385	317384	30	319769	319799	0.9999061910762698
BXD033	28	chr4	8209	286218	164	294427	294591	0.9994432959594828
BXD033	28	chr5	1081	227241	20	228322	228342	0.9999124120836289
BXD033	28	chr6	596	245831	19	246427	246446	0.9999229040033111
BXD033	28	chr7	1444	350500	22	351944	351966	0.999937493962485
BXD033	28	chr8	1290	314418	19	315708	315727	0.9999398214280059
BXD033	28	chr9	466	212194	10	212660	212670	0.9999529787934358
BXD034	29	chr1	3117	487391	20	490508	490528	0.9999592276078022
BXD034	29	chr10	894	168203	10	169097	169107	0.9999408658423365
BXD034	29	chr11	674	269584	12	270258	270270	0.9999555999555999
BXD034	29	chr12	358	217317	9	217675	217684	0.9999586556660113
BXD034	29	chr13	376	176714	9	177090	177099	0.999949180966578
BXD034	29	chr14	1146	364261	17	365407	365424	0.9999534786987171
BXD034	29	chr15	1025	149372	11	150397	150408	0.9999268655922557
BXD034	29	chr16	724	132194	11	132918	132929	0.9999172490577677
BXD034	29	chr17	2952	206781	19	209733	209752	0.9999094168351196
BXD034	29	chr18	767	105763	8	106530	106538	0.9999249094219903
BXD034	29	chr19	287	136497	7	136784	136791	0.9999488270427148
BXD034	29	chr2	209	373387	21	373596	373617	0.9999437927075053
BXD034	29	chr3	2046	317737	16	319783	319799	0.9999499685740105
BXD034	29	chr4	1122	293445	24	294567	294591	0.9999185311160219
BXD034	29	chr5	1114	227224	4	228338	228342	0.9999824824167258
BXD034	29	chr6	1875	244560	11	246435	246446	0.9999553654756012
BXD034	29	chr7	679	351276	11	351955	351966	0.9999687469812425
BXD034	29	chr8	2167	313538	22	315705	315727	0.9999303195482173
BXD034	29	chr9	37	212628	5	212665	212670	0.9999764893967179
BXD036	30	chr1	1128	489388	12	490516	490528	0.9999755365646813
BXD036	30	chr10	7703	161370	34	169073	169107	0.9997989438639441
BXD036	30	chr11	13028	257174	68	270202	270270	0.9997483997483998
BXD036	30	chr12	487	217192	5	217679	217684	0.9999770309255618
BXD036	30	chr13	6655	170434	10	177089	177099	0.9999435344073089
BXD036	30	chr14	2342	363067	15	365409	365424	0.9999589517929857
BXD036	30	chr15	574	149827	7	150401	150408	0.9999534599223445
BXD036	30	chr16	656	132254	19	132910	132929	0.999857066554326
BXD036	30	chr17	3480	206255	17	209735	209752	0.9999189519051069
BXD036	30	chr18	12907	93599	32	106506	106538	0.9996996376879611
BXD036	30	chr19	749	136030	12	136779	136791	0.9999122749303683
BXD036	30	chr2	5878	367703	36	373581	373617	0.9999036446414377
BXD036	30	chr3	68587	251016	196	319603	319799	0.9993871150316292
BXD036	30	chr4	10179	284276	136	294455	294591	0.9995383429907906
BXD036	30	chr5	2425	225901	16	228326	228342	0.9999299296669032
BXD036	30	chr6	11304	235096	46	246400	246446	0.9998133465343321
BXD036	30	chr7	1653	350305	8	351958	351966	0.9999772705318127
BXD036	30	chr8	232	315481	14	315713	315727	0.9999556578943201
BXD036	30	chr9	1649	211014	7	212663	212670	0.9999670851554051
BXD038	31	chr1	457	490053	18	490510	490528	0.999963304847022
BXD038	31	chr10	345	168754	8	169099	169107	0.9999526926738692
BXD038	31	chr11	590	269675	5	270265	270270	0.9999814999815
BXD038	31	chr12	460	217218	6	217678	217684	0.9999724371106742
BXD038	31	chr13	124	176968	7	177092	177099	0.9999604740851162
BXD038	31	chr14	519	364888	17	365407	365424	0.9999534786987171
BXD038	31	chr15	654	149747	7	150401	150408	0.9999534599223445
BXD038	31	chr16	911	132012	6	132923	132929	0.9999548631224188
BXD038	31	chr17	2045	207686	21	209731	209752	0.9998998817651321
BXD038	31	chr18	73	106461	4	106534	106538	0.9999624547109951
BXD038	31	chr19	1007	135774	10	136781	136791	0.9999268957753068
BXD038	31	chr2	2109	371483	25	373592	373617	0.9999330865565539
BXD038	31	chr3	2690	317093	16	319783	319799	0.9999499685740105
BXD038	31	chr4	1020	293554	17	294574	294591	0.9999422928738488
BXD038	31	chr5	1369	226957	16	228326	228342	0.9999299296669032
BXD038	31	chr6	407	246026	13	246433	246446	0.9999472501075286
BXD038	31	chr7	1446	350506	14	351952	351966	0.9999602234306723
BXD038	31	chr8	2287	313425	15	315712	315727	0.9999524906010573
BXD038	31	chr9	1296	211365	9	212661	212670	0.9999576809140922
BXD039	32	chr1	4972	485533	23	490505	490528	0.9999531117489725
BXD039	32	chr10	567	168533	7	169100	169107	0.9999586060896356
BXD039	32	chr11	109	270156	5	270265	270270	0.9999814999815
BXD039	32	chr12	877	216792	15	217669	217684	0.9999310927766855
BXD039	32	chr13	1465	175625	9	177090	177099	0.999949180966578
BXD039	32	chr14	2813	362576	35	365389	365424	0.9999042208503
BXD039	32	chr15	106	150293	9	150399	150408	0.9999401627573001
BXD039	32	chr16	365	132553	11	132918	132929	0.9999172490577677
BXD039	32	chr17	2092	207646	14	209738	209752	0.9999332545100881
BXD039	32	chr18	736	105796	6	106532	106538	0.9999436820664928
BXD039	32	chr19	914	135866	11	136780	136791	0.9999195853528375
BXD039	32	chr2	523	373071	23	373594	373617	0.9999384396320296
BXD039	32	chr3	2000	317779	20	319779	319799	0.9999374607175132
BXD039	32	chr4	573	293998	20	294571	294591	0.9999321092633515
BXD039	32	chr5	1813	226498	31	228311	228342	0.9998642387296248
BXD039	32	chr6	1749	244684	13	246433	246446	0.9999472501075286
BXD039	32	chr7	515	351439	12	351954	351966	0.999965905797719
BXD039	32	chr8	1179	314527	21	315706	315727	0.9999334868414801
BXD039	32	chr9	1501	211162	7	212663	212670	0.9999670851554051
BXD040	33	chr1	777	489728	23	490505	490528	0.9999531117489725
BXD040	33	chr10	116	168984	7	169100	169107	0.9999586060896356
BXD040	33	chr11	122	270139	9	270261	270270	0.9999666999667
BXD040	33	chr12	1415	216260	9	217675	217684	0.9999586556660113
BXD040	33	chr13	405	176688	6	177093	177099	0.9999661206443854
BXD040	33	chr14	3518	361889	17	365407	365424	0.9999534786987171
BXD040	33	chr15	531	149871	6	150402	150408	0.9999601085048667
BXD040	33	chr16	690	132226	13	132916	132929	0.9999022034319073
BXD040	33	chr17	3085	206642	25	209727	209752	0.9998808116251573
BXD040	33	chr18	577	105959	2	106536	106538	0.9999812273554975
BXD040	33	chr19	117	136667	7	136784	136791	0.9999488270427148
BXD040	33	chr2	4152	369439	26	373591	373617	0.9999304100188161
BXD040	33	chr3	605	319183	11	319788	319799	0.9999656033946323
BXD040	33	chr4	7428	287025	138	294453	294591	0.9995315539171258
BXD040	33	chr5	931	227399	12	228330	228342	0.9999474472501774
BXD040	33	chr6	2422	244011	13	246433	246446	0.9999472501075286
BXD040	33	chr7	352	351605	9	351957	351966	0.9999744293482893
BXD040	33	chr8	860	314854	13	315714	315727	0.999958825187583
BXD040	33	chr9	2612	210049	9	212661	212670	0.9999576809140922
BXD042	34	chr1	1199	489311	18	490510	490528	0.999963304847022
BXD042	34	chr10	1212	167886	9	169098	169107	0.9999467792581028
BXD042	34	chr11	579	269683	8	270262	270270	0.9999703999703999
BXD042	34	chr12	312	217361	11	217673	217684	0.999949468036236
BXD042	34	chr13	349	176741	9	177090	177099	0.999949180966578
BXD042	34	chr14	2866	362531	27	365397	365424	0.9999261132273742
BXD042	34	chr15	670	149732	6	150402	150408	0.9999601085048667
BXD042	34	chr16	199	132725	5	132924	132929	0.9999623859353489
BXD042	34	chr17	678	209057	17	209735	209752	0.9999189519051069
BXD042	34	chr18	196	106340	2	106536	106538	0.9999812273554975
BXD042	34	chr19	482	136304	5	136786	136791	0.9999634478876535
BXD042	34	chr2	2563	371027	27	373590	373617	0.9999277334810782
BXD042	34	chr3	1516	318270	13	319786	319799	0.9999593494663835
BXD042	34	chr4	370	294211	10	294581	294591	0.9999660546316758
BXD042	34	chr5	1100	227212	30	228312	228342	0.9998686181254434
BXD042	34	chr6	639	245790	17	246429	246446	0.9999310193713836
BXD042	34	chr7	945	351011	10	351956	351966	0.999971588164766
BXD042	34	chr8	1325	314384	18	315709	315727	0.9999429887212687
BXD042	34	chr9	883	211782	5	212665	212670	0.9999764893967179
BXD043	35	chr1	2273	488245	10	490518	490528	0.9999796138039011
BXD043	35	chr10	743	168357	7	169100	169107	0.9999586060896356
BXD043	35	chr11	70	270195	5	270265	270270	0.9999814999815
BXD043	35	chr12	780	216902	2	217682	217684	0.9999908123702247
BXD043	35	chr13	158	176931	10	177089	177099	0.9999435344073089
BXD043	35	chr14	593	364819	12	365412	365424	0.9999671614343886
BXD043	35	chr15	999	149406	3	150405	150408	0.9999800542524334
BXD043	35	chr16	435	132487	7	132922	132929	0.9999473403094885
BXD043	35	chr17	186	209553	13	209739	209752	0.9999380220450819
BXD043	35	chr18	932	105601	5	106533	106538	0.9999530683887439
BXD043	35	chr19	313	136471	7	136784	136791	0.9999488270427148
BXD043	35	chr2	784	372821	12	373605	373617	0.9999678815471459
BXD043	35	chr3	2059	317723	17	319782	319799	0.9999468416098862
BXD043	35	chr4	7587	286859	145	294446	294591	0.9995077921592989
BXD043	35	chr5	1590	226728	24	228318	228342	0.9998948945003547
BXD043	35	chr6	464	245970	12	246434	246446	0.9999513077915649
BXD043	35	chr7	703	351251	12	351954	351966	0.999965905797719
BXD043	35	chr8	1901	313818	8	315719	315727	0.9999746616538971
BXD043	35	chr9	734	211921	15	212655	212670	0.9999294681901537
BXD044	36	chr1	3575	486922	31	490497	490528	0.9999368027920934
BXD044	36	chr10	598	168499	10	169097	169107	0.9999408658423365
BXD044	36	chr11	446	269816	8	270262	270270	0.9999703999703999
BXD044	36	chr12	382	217291	11	217673	217684	0.999949468036236
BXD044	36	chr13	1028	176060	11	177088	177099	0.9999378878480398
BXD044	36	chr14	1557	363848	19	365405	365424	0.9999480056044485
BXD044	36	chr15	268	150131	9	150399	150408	0.9999401627573001
BXD044	36	chr16	600	132325	4	132925	132929	0.9999699087482792
BXD044	36	chr17	2930	206794	28	209724	209752	0.9998665090201762
BXD044	36	chr18	510	106022	6	106532	106538	0.9999436820664928
BXD044	36	chr19	452	136334	5	136786	136791	0.9999634478876535
BXD044	36	chr2	857	372733	27	373590	373617	0.9999277334810782
BXD044	36	chr3	1860	317924	15	319784	319799	0.9999530955381349
BXD044	36	chr4	1104	293471	16	294575	294591	0.9999456874106812
BXD044	36	chr5	1350	226973	19	228323	228342	0.9999167914794475
BXD044	36	chr6	2486	243941	19	246427	246446	0.9999229040033111
BXD044	36	chr7	211	351741	14	351952	351966	0.9999602234306723
BXD044	36	chr8	2217	313501	9	315718	315727	0.9999714943606344
BXD044	36	chr9	1009	211654	7	212663	212670	0.9999670851554051
BXD045	37	chr1	697	489802	29	490499	490528	0.9999408800313132
BXD045	37	chr10	726	168371	10	169097	169107	0.9999408658423365
BXD045	37	chr11	432	269831	7	270263	270270	0.9999740999741
BXD045	37	chr12	342	217332	10	217674	217684	0.9999540618511237
BXD045	37	chr13	789	176296	14	177085	177099	0.9999209481702325
BXD045	37	chr14	633	364769	22	365402	365424	0.9999397959630457
BXD045	37	chr15	900	149495	13	150395	150408	0.9999135684272114
BXD045	37	chr16	791	132127	11	132918	132929	0.9999172490577677
BXD045	37	chr17	782	208953	17	209735	209752	0.9999189519051069
BXD045	37	chr18	523	106007	8	106530	106538	0.9999249094219903
BXD045	37	chr19	353	136434	4	136787	136791	0.9999707583101227
BXD045	37	chr2	373	373224	20	373597	373617	0.9999464692452431
BXD045	37	chr3	1344	318441	14	319785	319799	0.9999562225022592
BXD045	37	chr4	8554	285891	146	294445	294591	0.9995043976224665
BXD045	37	chr5	1009	227321	12	228330	228342	0.9999474472501774
BXD045	37	chr6	804	245622	20	246426	246446	0.9999188463192749
BXD045	37	chr7	1013	350941	12	351954	351966	0.999965905797719
BXD045	37	chr8	1419	314289	19	315708	315727	0.9999398214280059
BXD045	37	chr9	920	211735	15	212655	212670	0.9999294681901537
BXD048a	38	chr1	1881	488632	15	490513	490528	0.9999694207058517
BXD048a	38	chr10	690	168405	12	169095	169107	0.9999290390108038
BXD048a	38	chr11	488	269772	10	270260	270270	0.999962999963
BXD048a	38	chr12	415	217257	12	217672	217684	0.9999448742213484
BXD048a	38	chr13	369	176722	8	177091	177099	0.9999548275258471
BXD048a	38	chr14	1465	363937	22	365402	365424	0.9999397959630457
BXD048a	38	chr15	167	150231	10	150398	150408	0.9999335141747779
BXD048a	38	chr16	645	132278	6	132923	132929	0.9999548631224188
BXD048a	38	chr17	196	209542	14	209738	209752	0.9999332545100881
BXD048a	38	chr18	626	105908	4	106534	106538	0.9999624547109951
BXD048a	38	chr19	474	136311	6	136785	136791	0.9999561374651841
BXD048a	38	chr2	794	372794	29	373588	373617	0.9999223804056026
BXD048a	38	chr3	1850	317925	24	319775	319799	0.9999249528610158
BXD048a	38	chr4	208	294370	13	294578	294591	0.9999558710211786
BXD048a	38	chr5	1107	227215	20	228322	228342	0.9999124120836289
BXD048a	38	chr6	430	246005	11	246435	246446	0.9999553654756012
BXD048a	38	chr7	1914	350031	21	351945	351966	0.9999403351460084
BXD048a	38	chr8	717	314995	15	315712	315727	0.9999524906010573
BXD048a	38	chr9	586	212075	9	212661	212670	0.9999576809140922
BXD048	39	chr1	2638	487863	27	490501	490528	0.999944957270533
BXD048	39	chr10	831	168266	10	169097	169107	0.9999408658423365
BXD048	39	chr11	476	269788	6	270264	270270	0.9999777999778
BXD048	39	chr12	484	217191	9	217675	217684	0.9999586556660113
BXD048	39	chr13	508	176579	12	177087	177099	0.9999322412887707
BXD048	39	chr14	1714	363693	17	365407	365424	0.9999534786987171
BXD048	39	chr15	183	150220	5	150403	150408	0.9999667570873889
BXD048	39	chr16	798	132127	4	132925	132929	0.9999699087482792
BXD048	39	chr17	223	209518	11	209741	209752	0.9999475571150692
BXD048	39	chr18	700	105835	3	106535	106538	0.9999718410332463
BXD048	39	chr19	643	136143	5	136786	136791	0.9999634478876535
BXD048	39	chr2	999	372601	17	373600	373617	0.9999544988584567
BXD048	39	chr3	2100	317673	26	319773	319799	0.9999186989327672
BXD048	39	chr4	7086	287336	169	294422	294591	0.9994263232753207
BXD048	39	chr5	1542	226781	19	228323	228342	0.9999167914794475
BXD048	39	chr6	472	245958	16	246430	246446	0.9999350770554198
BXD048	39	chr7	1857	350087	22	351944	351966	0.999937493962485
BXD048	39	chr8	908	314807	12	315715	315727	0.9999619924808458
BXD048	39	chr9	654	212009	7	212663	212670	0.9999670851554051
BXD049	40	chr1	1779	488736	13	490515	490528	0.9999734979450714
BXD049	40	chr10	171	168925	11	169096	169107	0.9999349524265702
BXD049	40	chr11	996	269266	8	270262	270270	0.9999703999703999
BXD049	40	chr12	24	217653	7	217677	217684	0.9999678432957866
BXD049	40	chr13	134	176957	8	177091	177099	0.9999548275258471
BXD049	40	chr14	1279	364134	11	365413	365424	0.9999698979815228
BXD049	40	chr15	522	149878	8	150400	150408	0.9999468113398223
BXD049	40	chr16	157	132765	7	132922	132929	0.9999473403094885
BXD049	40	chr17	263	209472	17	209735	209752	0.9999189519051069
BXD049	40	chr18	426	106109	3	106535	106538	0.9999718410332463
BXD049	40	chr19	463	136321	7	136784	136791	0.9999488270427148
BXD049	40	chr2	998	372603	16	373601	373617	0.9999571753961946
BXD049	40	chr3	982	318799	18	319781	319799	0.9999437146457618
BXD049	40	chr4	876	293695	20	294571	294591	0.9999321092633515
BXD049	40	chr5	1370	226943	29	228313	228342	0.999872997521262
BXD049	40	chr6	436	245998	12	246434	246446	0.9999513077915649
